FILENAME,ID,TRANSCRIPT,large-v2
P013_JIRB_MOTOR_LIBRE,P013_JIRB,"Bueno, Juancito, era el fin de semana estaba, buena, lo llevaron donde encontró, cerca de las hamacas que un payaso divertía a los niños, se fue el payaso, el payaso se llamaba Juan, era tocayo de él. Estuvo disfrutando de la de las ocurrencias del payaso, luego se buscó a su padre que estaba cerca, el padre tenía una pelota le fa le facilitó la pelota y los dos jugaron entre pateando el balón balón, al ver Juanchito le pateaba, el papá hacía de arquero, cuando estaban ya cansado él se sentó y la mamá llegó y le entregó una chocolatina que se la comió de un bocado, botó la la envoltura en el cesto de la basura y regresó muy cansado donde la mamá, se recostó sobre ella y se quedó dormido. "," Te tomo todo J-I-R-D, dígame, ¿qué te acuerdas de esos paladarines? Botó la envoltura en el chesto de la basura y regresó muy cansado, donde la mamá se recostó sobre ella y se quedó dormido."
P014_ACE_MOTOR_LIBRE,P014_ACE,"Que Juancito esperaba el sábado pues como con muchas ansias porque lo llevaban al parque. Salió con su ma con padre y su madre, en el parque había un payaso que divertía varios nuños, cuando el payaso terminó la función se presentó, escribió su nombre y que sorpresa también se llamaba Juan. Juanchito se, como era la hora del fútbol se dirigió a donde estaban sus padres y puso la pelota en el césped y el papá hacía de arquero tirándose a un lado y al otro; su mamá se levantó de donde estaba, le llevó unas chocolatinas, él se las comió de un zarpazo y luego pues cansado se recostó en sus piernas, se limpió los dulces y se quedó dormido. "," A, C, E, texto motor, dígame sus palabras, usted que recuerda. Que Juancito esperaba el sábado con muchas ansias porque lo llevaban al parque, salió con su padre y su madre, en el parque había un payaso que divertía a varios niños, cuando el payaso terminó la función escribió su nombre y que sorpresa también se llamaba Juan. Juancito como era la hora del fútbol se dirigió a donde estaban sus padres y puso la pelota en el césped y el papá hacía de arquero tirándose a un lado y al otro, su mamá se levantó de donde estaba, le llevó unas chocolatinas, él se las comió de un zarpazo y luego pues cansado se recostó en sus piernas, se limpió los dulces y se quedó dormido."
P015_FAOH_MOTOR_LIBRE,P015_FAOH,"Resulta que Juancito una tarde cualquiera salió con la familia de la mano a pasear a pasear y resulta de que en medio del paseo, resulta que había por ahí un payaso, el nombre del payaso, resulta que el payaso se llamaba, el payaso sus sus locuras y sus sus juegos, se llamaba también del mismo nombre de Ju de Juan entonces él había escri escribió como el nombre como en piso él; y jugando y jugando hasta que Juancito se acordó que había que jugar jugar fútbol con con la familia. Entonces luego más más tarde se puso a con con la mamá, a comerse los dulces y la mamá terminó como como reprendiéndolo y diciéndole de que de que la basura no se tiraba así en cualquier parte, entonces él. No nono recuerdo más. "," Entonces, resulta que Juancito, una tarde cualquiera, salió con la familia de la mano a pasear. A pasear y resulta que en medio del paseo resulta que había por ahí un payaso. El nombre del payaso, resulta que el payaso se llamaba, sus locuras y sus juegos se llamaban también del mismo nombre de Juan. Entonces, él había escrito el nombre en el piso de él y jugando y jugando hasta que Juancito recordó que había que jugar, fuera a jugar fútbol con la familia. Entonces, luego más tarde se puso a abramear con la mamá, comió unos dulces y la mamá terminó como reprendiéndolo y diciéndole que la suena de Tierra del Cinco Días que él parte. Entonces, él no se lo recuerdo más. Subtítulos realizados por la comunidad de Amara.org"
P016_LFLS_MOTOR_LIBRE,P016_LFLS,"Que Juanchito era el día esperado de él, pues el relato así, que era el día más esperado de la semana de él, para irse para el parque, cuando él vio un payaso saltando y brincando en el parque, entonces él se le arrimó y le preguntó y se llamaba como, y se llamaba Juanci o Juancito también o Juan. Y y ya terminó ahí entonces se fue, se fue donde el papá a jugar futbol y ahí comieron un chocolate. No me acuerdo de más. "," Participante LFLS, texto motor, cuente la historia en sus propias palabras, incluya tantos detalles como sea posible. Cuéntene."
P017_RAL_MOTOR_LIBRE,P017_RAL,"Llegó el sábado por la tarde, el momento esperado por Juanito. Salieron a la plazoleta y había un grupo de niño jugando y riéndose porque había un payaso haciéndoles gracias; entonces Juanito se puso con los padres a mirar al payaso y al finalizar el payaso se escribió el nombre de él en el piso y Juanito se llevó la sorpresa de que tenía el mismo nombre del payaso: Juan. Entonces ya se fue Juanito donde los papás que estaban sentados y tiró al papá del brazo para que se fueran a jugar fútbol, Juanito en el partido metió un gol, lo gritaron, lo celebraron; ya se fueron a descansar, entonces la mamá le dio un chocolate y Juanito muy maleducado cogió el papel y lo tiró al piso y ya Juanito se fue a los al regazo de la mamá y se quedó dormido. "," Llegó el sábado por la tarde el momento esperado por Juanito. Salieron a la plazoleta y había un grupo de niños jugando y riéndose porque había un payaso haciéndoles gracias. Entonces, Juanito se puso con los padres a mirar al payaso y al finalizar el payaso escribió el nombre de él en el piso y Juanito se llevó la sorpresa de que tenía el mismo nombre del payaso, Juan. Entonces ya se fue Juanito donde los papás que estaban sentados y tiró al papá del brazo para que se fueran a jugar fútbol. Juanito en el partido metió un gol, lo gritaron, lo celebraron, ya se fueron a descansar. Entonces la mamá le dio un chocolate y Juanito muy mal educado cogió el papel y lo tiró al piso y ya Juanito se fue al regazo de la mamá y se quedó dormido."
P018_MMCM_MOTOR_LIBRE,P018_MMCM,"Bueno, era sábado por la tarde, Juancho tomó a sus padres de la mano y los llevó a la plazoleta; allí vieron que había un payaso que brincaba pues y hacía maromas, Juancho se acercó a él y cuando terminó fue al banco donde estaban sentados su padres y cogió a su papá para que jugaran fútbol, el papá se mov era el arquero, se movía de un lado al otro pero Juancho finalmente hizo un gol. La mamá luego se acercó y le llevó un chocolate, Juancho se lo comió, ¡ah! Y Juancho se dio cuenta de que el payaso también se llamaba Juan. Bueno hicieron el gol, la mamá se le acercó, le dio un chocolate, Juan se lo comió y luego se sentó con los papás y se quedó dormido en la falda de la mamá. "," Bueno, era sábado por la tarde, Juan Cho tomó a sus padres de la mano y los llevó a la plazoleta. Allí vieron que había un payaso que brincaba y se hacía maromas. Juan Cho se acercó a él y cuando terminó fue al banco donde estaban sentados sus padres y cogió a su papá para que jugaran fútbol. El papá era el arquero, se movía de un lado a otro, pero Juan Cho finalmente hizo un gol. La mamá luego se acercó y le dio un chocolate. Juan Cho se lo comió. Ah, el Juan Cho se dio cuenta que el payaso también se llamaba Juan. Bueno hicieron el gol, la mamá se le acercó y le dio un chocolate, Juan se lo comió y luego se sentó con los papás y se quedó dormido en la falda de la mamá."
P019_EAS_MOTOR_LIBRE,P019_EAS,"Buenos, este era un niño que se llamaba Juancito, se salió con con sus padres al al como al parque e invito al papá a jugar fútbol y y entonces el papá se se hacía el papel de arquero, el niño le metió un gol. Y después se fue se fueron, ah él encontró por allá una, donde entretenerse que había un payaso y el payaso se llamaba también Juan. Y le dieron dulces y el los restos de los dulces él se limpió en la falda de la mamá, se fue para la casa muy cansado, cuando llegó a la casa iba muy cansado. Ya. "," EAS Testo Motor, cuénteme la historia en sus propias palabras e incluya tantos detalles como pueda. Este era un niño que se llamaba Juancito, se salió con sus padres al parque e invitó al papá a jugar fútbol y mientras el papá hacía el papel de arquero el niño le metió un gol. y después se fueron a un parque donde se encontró un payaso, el payaso se llamaba también Juan y le dieron dulces y los restos de los dulces se limpió en la falda de la mamá y se fue para la casa muy cansado, cuando llegó a la casa iba muy cansado."
P020_LARR_MOTOR_LIBRE,P020_LARR,"Érase un sábado, el día de Juancito, un niño entretenido. Salió, cogió a sus padre a su madre de de la mano, salió a la calle, se encontraron se en un en un parque había un un payaso, lo se se entretuvo mucho con el pa con las funciones del payaso, estuvo muy divertido. Sentó a los padres en un en un banco, se qued se quedó, se quedó entretenido con el payaso; ya cuando terminó el payaso la función, el niño sintió deseos de jugar entonces cogió el balón y se fue a jugar. Estuvo entretenido jugando, luego sintió cansancio, se fue para donde su madre, la madre le dio un chocolate, él se lo comió y después de comer el chocolate sintió cansancio, botó el el papel a la basura y ya después fue a su casa, cansado. "," Como todos, L, A, R, E, cuéntame la historia en sus propias palabras, intenta incluir tantos detalles como puedas. Listo, ya. Es hace un sábado el día de Juancito, un niño entretenido, salió, acogió a sus padres, a su madre de la mano, salió a la calle, se encontraron en un parque, había un payaso, se entretuvo mucho con las funciones del payaso, estuvo muy divertido, se sentó a los padres en un banco, se quedó entretenido con el payaso, ya cuando terminó el payaso la función, el niño sintió deseos de jugar, entonces cogió el balón y se fue a jugar, estuvo entretenido jugando, luego sintió cansancio, se fue para donde su madre, la madre le dio un chocolate, el se lo comió y después de comer el chocolate sintió cansancio, botó el papel a la basura y ya se fue a su casa cansado."
P021_LAHV_MOTOR_LIBRE,P021_LAHV,"Bueno, que era un día de la semana unos día, un sábado especial de los de Juancito, se era se fue para la plazoleta a jugar un partido y y llevó al papá. Y había un payaso que los niños aplaudían, y entonces el niño Juancito jaló de la camisa al papá para que fuera y le sirviera de arquero y entonces el papá de izquierda a derecha saltaba como como como el arquero y le metió un gol y lo escribió en el pavimento y lo premió con un chocolate. Ya no me recuerdo más. "," Bueno, que era un día de la semana, un sábado especial de los de Juancito, se fue para la plazoleta a jugar un partido, y llegó el papá y había un payaso que los niños aplaudían, y entonces el niño Juancito jaló de la camisa al papá para que fuera y le sirviera de arquero, y entonces el papá de izquierda a derecha saltaba como el arquero, y le metí un gol, y lo escribió en el pavimento, y lo premió con un chocolate, ya no me recuerdo más."
P023_JJEV_MOTOR_LIBRE,P023_JJEV,"Jancito, Jancito salió, salió Jancito se encontró con un payaso,  y el payaso da la coincidencia que también se llamaba Jacinto el payaso. Y, se encontró con el papá y se fueron a jugar fútbol y entonces el papá moviéndose de derecha a izquierda hasta que él hizo un gol. Y luego el niño se encontró con su mamá, ah no nono, se encontró con la mamá y comió y y un helado hasta que se quedó dormido. "," Jacinto salió, al salir Jacinto se encontró con un payaso y el payaso, se da la conciencia que también se llamaba Jacinto el payaso y se encontró con el papá y se fueron a jugar fútbol, entonces el papá moviendo de derecha a izquierda y se hizo un gol y luego el niño se encontró con su mamá se encontró con la mamá y comió un helado hasta que se quedó dormido el payaso se llamaba Juanito, Juanito también"
P024_EAAL_MOTOR_LIBRE,P024_EAAL,"Y sí, ya es el cuento de de Juanito con su padre su madre que salió a jugar, los invitó al al parque a aa pasar un rato por la noche y a jugar, y se encontraron con las hamacas, los payas un payado que casualmente también se llamaba Juan. Y entonces ellos se divirtieron un poco con el payaso y allí se estaba su madre sentada y con su padre, ellos corrieron al al al encuentro con ellos y entonces el jov la madre le dio un chocolate al a Juanito, se lo comió muy ligero y y ahí entretenido, llegó se se ¿cómo fue? Ya se levantó con él y se se fueron al parque a jugar con fútbol; se puso a jugar, pateó la pelota, el el padre se puso de arquero entonces él volvió y pateó la pelota y le puso un ¡gol! Ya se cansaron de jugar, se fue otra vez ya para para el lado de su donde estaba su madre, se fueron como a descansar. Ya él, con el chocolate, que se limpió la boca en las manos en la falda de su de su madre, entones ya estaba muy cansado y después estando cansado se quedó dormido en la falda de su madre. "," y el cuento de Juanito con su padre y su madre que salió a jugar, nos invito al parque a pasar un rato por la noche y a jugar y se encontraron con las hamacas, un payaso que casualmente también se llamaba Juan. Ellos se divirtieron un poco con el payaso y allí estaba su madre sentada con su padre y ellos corrieron al encuentro con ellos y entonces la madre le dio un chocolate a Juanito, se lo comió muy ligero y ahí entretenido llegó y se levantó con él y se fueron al parque a jugar con el fútbol, se fueron a jugar, el patio la pelota y el padre se puso de arquero, entonces él volvió y patio la pelota y le puso un gol, ya se cansaron de jugar, se fueron a descansar y a él con el chocolate que se limpió la boca y las manos en la falta de su madre, entonces ya estaba muy cansado y después de estar cansado se quedó dormido en la falta de su madre."
P025_ED_MOTOR_LIBRE,P025_ED,"Bueno, era el sábado por la tarde, era pues, el la parte que más le gustaba al al niño a ¿cómo se llamaba? Juan. Entonces salió cogió a sus padres de la mano y salió a pues como al parque ¿cierto? Y al lado ¿qué? De las hamacas habían unos niños jugando y y también el payaso que saltaba y se reía. Y el payaso es saltaba y y escribió susu nombre en en la arena y la sorpresa era que se llamaba Juan como el como el niño.Y.. bueno luego el niño se fue donde sus padres estaban sentados, los cogió, los levantó y le dijo al al papá que que fueran a jugar fútbol y el señor se paró y empezó a jugar a juagar y y el niño jug anotó el gol. Luego se, bueno, luego fueron y la mamá le dio un chocolate al niño y el niño destapó el dulce la la el enp pues el papel lo echaron en bote de basura ¿y qué más? Ay yo me acuerdo más, ya más o menos. "," ¿Pueden comenzar? Bueno, era el sábado por la tarde. La pues el la parte que más le gustaba al al niño, a ¿Cómo se llamaba Juan? Entonces salió, cogió a sus a sus padres de la mano y y el lado ¿Qué? De los hamacas había unos niños jugando y y también el payaso que saltaba y se reía y el payaso saltaba y escribió su su nombre en la arena y la sorpresa era que se llamaba Juan, como el como el bueno, luego el el niño se fue donde sus padres estaban sentados, los cogió y los levantó y le dijo al al papá que fueran a jugar fútbol y el señor se paró y y empezó a jugar, a y el niño anotó el gol. Luego bueno, luego fueron y la mamá le dio un chocolate al niño y el niño estapó el dulce, la la después el papel lo echaron en un pote de basura y ¿Qué más? Ay ya no me acuerdo ya más o"
P026_JFCC_MOTOR_LIBRE,P026_JFCC,"Era sábado por la tarde y salió Juancito con el papá y la mamá de la plazoleta y allí, cuando llegaron allí vieron un payaso y los niños se divertían con lo que él estaba diciendo, entonces ahí mismo Juancito fue hasta, a mirar, fue a mirar qué pasaba. Luego el papá y la mamá se sentaron en un banco y él y Juancito fue donde ellos y cogió al papá e la mano y después lo jaló de la camisa y lo invitó a jugar fútbol; el papá se balanceaba de lado a lado como el arquero, entonces él pateó el balón e hizo el gol. Ah tambiénel payaso se llamaba Juan. Luego la mama se le acerc y salió el sol, en esas cuando estaba jugando salió el sol, entonces Juancito se quitó el saco, el suéter y la mamá le llevó un chocolate, se lo comió y  como siempre metió la basura en el basurero y después se se recostó en la falda de la mamá y se durmió. Ya. "," Era sábado por la tarde y salió Juancito con el papá y la mamá a la plazoleta y allí cuando llegaron allí vieron a un payaso y los niños se divertían con lo que él estaba diciendo. Entonces ahí mismo Juancito fue a mirar, fue a mirar qué pasaba. Luego el papá y la mamá se sentaron en un banco y Juancito fue donde ellos y cogió al papá de la mano y después lo ajaló de la camisa y lo invitó a jugar fútbol. El papá se balanceaba de lado a lado como el arquero, entonces él partió el balón Juancito y hizo el gol. Ah también el payaso se llamaba Juan. Luego la mamá se le acercó y salió el sol. Cuando estaba jugando fútbol salió el sol, entonces Juancito se quitó el saco, el suéter y la mamá le llevó un chocolate, se lo comió y como siempre metió la basura en el basurero y después se recostó en la falda de la mamá y se durmió."
P028_MCC_MOTOR_LIBRE,P028_MCC,"Juancito era un niño que esperaba lo los sábados muy, con mucha ternura; cogió a sus papás de la mano y se los llevó para el campo, estaban allí  en un payaso haciendo reír a los niños y ellos se acercaron. Cuando terminó el payaso la func la función, escribió su nombre en la arena: Juan, que coincidencia se llama Juan. Tomó a su papá y lo levantó y le dijo que se fueran a jugar, salieron a jugar fútbol, el papá era el ar el portero y el niño el al el que pateaba ¡gol! Le metió el primer gol. Luego su madre le dio un chocolate al niño, este se lo tomó de una todo y se se fueron para la casa y se quedaron dormidos. ",
P029_JFMG_MOTOR_LIBRE,P029_JFMG,"Juancito salía al parque, era su día preferido, salió para donde su papá y su mamá y les dijo que quería jugar. Allí se encontraba en el parque un payaso que hacía reír los niños, él se divertía mucho con lo que decía el payaso. Ay no. ", Juancito salía al parque. Era su día preferido. Salió para donde su papá y su mamá. Y les dijo que quería jugar. Allí se encontraba en el parque un payaso que hacía reír a los niños. Él se divertía mucho con lo que decía el payaso.
P030_MRGT_MOTOR_LIBRE,P030_MRGT,"Era un sábado por la tarde Juancito era un niño entonces salió para la cancha, con el papá y la cogió al papá y la mama de la mano y se fue para la cancha; al llegar allá se puso ¿a qué? Había un payaso y se encontró con unos amigos que también estaba allá jugando mucho y entretenidos con un payaso, el payaso escribió el nombre en la en la en la en el piso y se sorprendió porque se llamaba también Juan. Y se pusieron a jugar, él cogió al papá de la de del pantalón y llevó a jugar a la cancha, el papá estaba de derecha a izquierda haciendo de arquero, niño patea el balón. Enseguida ya, se acercó, ya terminaron, se acercó la mamá y le dio una chocolatina, el niño estaba cansado y se aferró a la falda de la mamá y se quedó dormido, estaba muy cansado. "," ¿Puede comenzar? Era un sábado por la tarde. Juancito era un niño, entonces salió para la cancha con el papá y la... cogió al papá y la mamá de la mano y se fue para la cancha. Al llegar allá, se puso a qué... Había un payaso, y se encontró con unos amigos que también estaban allá jugando mucho y entretenidos con un payaso. El payaso escribió nombre en el piso y se sorprendió porque se llamaba también Juan. Se pusieron a jugar, él cogió al papá del pantalón y lo llevó a jugar a la cancha. El papá estaba de derecha a izquierda haciendo de arquero. El niño pateaba el balón. Enseguida ya se acercó, ya terminaron, se acercó a la mamá y le dio una chocolatina. El niño estaba cansado y se aferró la falda de la mamá. Se quedó dormido. Estaba muy cansado."
P031_AJAV_MOTOR_LIBRE,P031_AJAV,"Juancito se fue con sus padres para el parque, en el parque encontraron un payaso que también se llamaba Juan jugaron bastante, luego él llevo a su padre y lo puso a jugar futbol con él después, cogió y se fue para donde su madre y se limpió en la falda la boca y estaba ya muy cansado y se quedó dormido sobre la falda de la madre. "," Juancito se fue con sus padres para el parque. En el parque encontraron un payaso que también se llamaba Juan. Jugaron bastante. Luego él llevó a su padre y lo puso a jugar fútbol con él. Después se fue para donde su madre y se limpió en la falda, en la boca. Estaba ya muy cansado y se quedó dormido sobre la falda de la madre."
P032_AFHG_MOTOR_LIBRE,P032_AFHG,"Juancito llegaba el momento más feliz de la semana el sábado por la tarde salía con sus papás al parque, en el parque había un payaso se quedó pues como viendo el espectáculo del payaso. El payaso escribió el nombre en el piso y se llamaba también Juan como él, luego va donde su papá le tira la camisa pidiéndole que vayan a jugar futbol. El papá se movía de izquierda a derecha en función de arquero y el niño metió gol, pues Juancito metió gol, luego… la mamá le da una golosina un chocolate se lo come de un bocado deja la envoltura en el piso y ya luego en la falda de la mamá pues se queda dormido. ",
